facility_id,name,state,city,postcode,latitude,longitude,specialties,description,capability,procedure,equipment,source_urls,numberDoctors,capacity,yearEstablished
FAC-00327,Kolkata Healthcare Center 8,West Bengal,Kolkata,541307,23.654124628480986,78.82942049002426,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/327,,,
FAC-00328,Jaipur Healthcare Center 9,Rajasthan,Jaipur,326222,20.398268619371898,72.60468859588205,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/328,50,100 beds,2015
FAC-00329,Kolkata Healthcare Center 10,West Bengal,Kolkata,186431,26.40537288312352,77.37655358136051,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/329,12,,2005
FAC-00330,Jodhpur Healthcare Center 11,Rajasthan,Jodhpur,313068,29.74313384354562,73.55377131226585,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/330,25,,2005
FAC-00331,Kolkata Healthcare Center 12,West Bengal,Kolkata,160718,22.444797537193654,81.24627754349139,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/331,25,,2005
FAC-00332,Patna Healthcare Center 13,Bihar,Patna,113280,27.079006071180984,79.01499611223866,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/332,25,100 beds,2005
FAC-00333,Patna Healthcare Center 14,Bihar,Patna,233096,27.49776384093791,80.73460056400035,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/333,,100 beds,2015
FAC-00334,Bengaluru Healthcare Center 15,Karnataka,Bengaluru,166974,22.629496508264783,81.75050587778179,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/334,25,200 beds,2005
FAC-00335,Jaipur Healthcare Center 16,Rajasthan,Jaipur,694423,21.668813926554307,73.57309981101126,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/335,50,,1995
FAC-00336,Ahmedabad Healthcare Center 17,Gujarat,Ahmedabad,146177,28.586890091220177,72.12288073037203,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/336,25,100 beds,2015
FAC-00337,Patna Healthcare Center 18,Bihar,Patna,999138,20.353635739748537,80.03115486457554,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/337,5,100 beds,1995
FAC-00338,Kolkata Healthcare Center 19,West Bengal,Kolkata,384434,28.259969955525328,77.71535962617457,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/338,50,,1995
FAC-00339,Mumbai Healthcare Center 20,Maharashtra,Mumbai,148159,29.54079407460428,72.68926437772745,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/339,12,100 beds,2005
FAC-00340,Jodhpur Healthcare Center 1,Rajasthan,Jodhpur,578933,20.079691735574556,74.00671153452956,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/340,50,50 beds,2015
FAC-00341,Lucknow Healthcare Center 2,Uttar Pradesh,Lucknow,617326,29.977871162639055,79.75885955955255,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/341,5,,2015
FAC-00342,Jaipur Healthcare Center 3,Rajasthan,Jaipur,667851,23.464236977394062,80.39574006896174,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/342,12,,2015
FAC-00343,Bengaluru Healthcare Center 4,Karnataka,Bengaluru,315161,25.298144890600124,74.38167594520866,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/343,,50 beds,2005
FAC-00344,Jodhpur Healthcare Center 5,Rajasthan,Jodhpur,342716,28.972874719314593,77.19759218492037,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/344,25,,
FAC-00345,Ahmedabad Healthcare Center 6,Gujarat,Ahmedabad,768169,28.19962891894216,72.74830484329877,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/345,25,50 beds,1995
FAC-00346,Bengaluru Healthcare Center 7,Karnataka,Bengaluru,992247,23.150089154097582,80.00816821999496,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/346,12,200 beds,2005
FAC-00347,Mumbai Healthcare Center 8,Maharashtra,Mumbai,312559,21.36111846416719,79.70146620159656,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/347,5,,1995
FAC-00348,Chennai Healthcare Center 9,Tamil Nadu,Chennai,429287,24.06512551909214,77.35924549090024,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/348,25,100 beds,2015
FAC-00349,Bengaluru Healthcare Center 10,Karnataka,Bengaluru,194813,21.57615377065516,78.86054842950516,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/349,5,100 beds,1995
FAC-00350,Jodhpur Healthcare Center 11,Rajasthan,Jodhpur,473023,23.962444626797712,72.48950617590422,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/350,12,50 beds,
FAC-00351,Kolkata Healthcare Center 12,West Bengal,Kolkata,682959,27.48078447208709,74.49852628221551,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/351,,50 beds,
FAC-00352,Jaipur Healthcare Center 13,Rajasthan,Jaipur,970708,27.80959993470961,74.22288132687771,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/352,25,100 beds,
FAC-00353,Bhopal Healthcare Center 14,Madhya Pradesh,Bhopal,371393,29.1742858151158,72.7498718069345,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/353,5,200 beds,1995
FAC-00354,Jodhpur Healthcare Center 15,Rajasthan,Jodhpur,228479,20.42696319090431,76.6099492200194,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/354,50,200 beds,2015
FAC-00355,Chennai Healthcare Center 16,Tamil Nadu,Chennai,501320,26.83212916751683,73.72807211830789,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/355,5,100 beds,2005
FAC-00356,Chennai Healthcare Center 17,Tamil Nadu,Chennai,136332,26.141065777776877,78.16977164490407,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/356,25,200 beds,2015
FAC-00357,Jaipur Healthcare Center 18,Rajasthan,Jaipur,393366,23.83015276024014,76.1923482119633,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/357,50,,2015
FAC-00358,Lucknow Healthcare Center 19,Uttar Pradesh,Lucknow,670968,27.814351058354934,75.44034119789876,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/358,25,100 beds,1995
FAC-00359,Jaipur Healthcare Center 20,Rajasthan,Jaipur,726121,22.190201880730946,80.95764781614314,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/359,,200 beds,2005
FAC-00360,Bhopal Healthcare Center 1,Madhya Pradesh,Bhopal,267378,21.001343373049576,78.56864421376234,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/360,50,,1995
FAC-00361,Bhopal Healthcare Center 2,Madhya Pradesh,Bhopal,472039,29.35206032091545,81.91541920939244,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/361,5,50 beds,2005
FAC-00362,Lucknow Healthcare Center 3,Uttar Pradesh,Lucknow,129576,27.034528829199136,75.51682148483088,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/362,50,50 beds,2015
FAC-00363,Ahmedabad Healthcare Center 4,Gujarat,Ahmedabad,284084,24.90436420127479,72.90257376850903,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/363,50,50 beds,
FAC-00364,Ahmedabad Healthcare Center 5,Gujarat,Ahmedabad,100716,23.317339935742034,78.14134767662469,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/364,12,50 beds,2005
FAC-00365,Jaipur Healthcare Center 6,Rajasthan,Jaipur,254887,25.866091750912094,81.17224147481119,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/365,50,100 beds,
FAC-00366,Lucknow Healthcare Center 7,Uttar Pradesh,Lucknow,714483,21.010321701806863,75.0176515372547,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/366,5,200 beds,2015
FAC-00367,Lucknow Healthcare Center 8,Uttar Pradesh,Lucknow,841535,29.687428963331676,78.93560398292543,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/367,5,50 beds,2015
FAC-00368,Bengaluru Healthcare Center 9,Karnataka,Bengaluru,233534,21.777082884969634,72.01797906672866,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/368,50,,1995
FAC-00369,Bhopal Healthcare Center 10,Madhya Pradesh,Bhopal,948095,29.675316856159355,74.20895250437012,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/369,25,50 beds,2005
FAC-00370,Jodhpur Healthcare Center 11,Rajasthan,Jodhpur,463656,29.823796549403568,73.67887416751584,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/370,12,200 beds,
FAC-00371,Bengaluru Healthcare Center 12,Karnataka,Bengaluru,361662,26.93176076321265,75.50481161897316,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/371,,,2015
FAC-00372,Chennai Healthcare Center 13,Tamil Nadu,Chennai,274418,28.845519975872275,76.93081993473848,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/372,12,200 beds,
FAC-00373,Chennai Healthcare Center 14,Tamil Nadu,Chennai,782591,27.582435435590178,74.25582727511647,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/373,,,2005
FAC-00374,Jaipur Healthcare Center 15,Rajasthan,Jaipur,373812,29.516621314341208,72.74200401766659,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/374,25,50 beds,
FAC-00375,Ahmedabad Healthcare Center 16,Gujarat,Ahmedabad,454366,25.940305440520948,78.13644725778894,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/375,,200 beds,1995
FAC-00376,Bhopal Healthcare Center 17,Madhya Pradesh,Bhopal,264735,20.535557426605955,75.31094579439986,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/376,25,100 beds,2005
FAC-00377,Bengaluru Healthcare Center 18,Karnataka,Bengaluru,200575,20.4963544303851,77.71769807857741,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/377,5,,2005
FAC-00378,Jaipur Healthcare Center 19,Rajasthan,Jaipur,191884,22.94549448966215,78.62020226009868,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/378,5,,
FAC-00379,Mumbai Healthcare Center 20,Maharashtra,Mumbai,769191,22.918114660461075,72.81936094712992,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/379,12,200 beds,2015
FAC-00380,Chennai Healthcare Center 1,Tamil Nadu,Chennai,195563,26.418663825402113,75.87527117020497,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/380,25,100 beds,1995
FAC-00381,Chennai Healthcare Center 2,Tamil Nadu,Chennai,376085,24.39740422852769,74.63400809662359,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/381,50,,1995
FAC-00382,Jodhpur Healthcare Center 3,Rajasthan,Jodhpur,800596,23.437913865460466,77.41449006006022,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/382,50,,2015
FAC-00383,Ahmedabad Healthcare Center 4,Gujarat,Ahmedabad,661527,26.87067932388887,81.36361435613217,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/383,25,100 beds,
FAC-00384,Kolkata Healthcare Center 5,West Bengal,Kolkata,626491,25.71219935271554,77.16817396882551,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/384,,200 beds,1995
FAC-00385,Patna Healthcare Center 6,Bihar,Patna,947732,21.92726084040001,72.42675900633446,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/385,25,50 beds,1995
FAC-00386,Bhopal Healthcare Center 7,Madhya Pradesh,Bhopal,435281,29.108044857315942,81.14173936898587,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/386,,200 beds,2015
FAC-00387,Ahmedabad Healthcare Center 8,Gujarat,Ahmedabad,998235,22.762008199072493,76.58157181122615,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/387,50,200 beds,
FAC-00388,Kolkata Healthcare Center 9,West Bengal,Kolkata,255398,25.665939270551064,77.82677086877655,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/388,,,2005
FAC-00389,Ahmedabad Healthcare Center 10,Gujarat,Ahmedabad,530849,22.641366301703712,78.5478767071355,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/389,,50 beds,2005
FAC-00390,Kolkata Healthcare Center 11,West Bengal,Kolkata,748276,26.08655264085627,78.93661253167092,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/390,25,100 beds,1995
FAC-00391,Jaipur Healthcare Center 12,Rajasthan,Jaipur,381631,28.970313621494228,72.20232888593272,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/391,12,100 beds,2015
FAC-00392,Jodhpur Healthcare Center 13,Rajasthan,Jodhpur,240913,23.0048044751748,79.43723641657164,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/392,12,200 beds,
FAC-00393,Mumbai Healthcare Center 14,Maharashtra,Mumbai,321659,29.134328054187403,76.07170360840446,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/393,50,100 beds,
FAC-00394,Ahmedabad Healthcare Center 15,Gujarat,Ahmedabad,168804,23.11123093288909,77.06795275236556,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/394,50,,1995
FAC-00395,Mumbai Healthcare Center 16,Maharashtra,Mumbai,977633,20.576275158635546,72.33071044507986,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/395,12,50 beds,2005
FAC-00396,Lucknow Healthcare Center 17,Uttar Pradesh,Lucknow,629663,23.969422775164976,81.2307356837297,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/396,5,100 beds,2015
FAC-00397,Bhopal Healthcare Center 18,Madhya Pradesh,Bhopal,286209,29.605203782802874,76.74582289061549,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/397,12,50 beds,2005
FAC-00398,Jodhpur Healthcare Center 19,Rajasthan,Jodhpur,128783,23.865656707409848,73.62907405598621,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/398,5,50 beds,1995
FAC-00399,Bengaluru Healthcare Center 20,Karnataka,Bengaluru,638214,20.200523574995245,79.80303664260643,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/399,25,50 beds,1995
FAC-00400,Bhopal Healthcare Center 1,Madhya Pradesh,Bhopal,334639,22.523904413606516,80.05085569195487,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/400,12,200 beds,2015
FAC-00401,Lucknow Healthcare Center 2,Uttar Pradesh,Lucknow,364239,22.182090540729313,75.02145091274352,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/401,50,,
FAC-00402,Ahmedabad Healthcare Center 3,Gujarat,Ahmedabad,688730,26.4734212006459,78.09050104638017,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/402,,200 beds,
FAC-00403,Lucknow Healthcare Center 4,Uttar Pradesh,Lucknow,771712,23.251370702795057,74.76884930291376,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/403,5,50 beds,1995
FAC-00404,Jaipur Healthcare Center 5,Rajasthan,Jaipur,523727,26.605303236811288,78.80755750387382,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/404,25,100 beds,2005
FAC-00405,Kolkata Healthcare Center 6,West Bengal,Kolkata,507135,27.367320957431122,77.83023702413358,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/405,12,50 beds,2015
FAC-00406,Lucknow Healthcare Center 7,Uttar Pradesh,Lucknow,414777,28.45419244244595,80.406386945964,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/406,12,,2015
FAC-00407,Patna Healthcare Center 8,Bihar,Patna,860413,28.083438691424703,79.62918218319302,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/407,12,,1995
FAC-00408,Lucknow Healthcare Center 9,Uttar Pradesh,Lucknow,880360,28.714322321644815,76.20472568184812,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/408,12,100 beds,2005
FAC-00409,Chennai Healthcare Center 10,Tamil Nadu,Chennai,593393,20.536769544064505,78.34396743652036,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/409,25,50 beds,
FAC-00410,Kolkata Healthcare Center 11,West Bengal,Kolkata,412848,24.13107254013881,80.70849146353004,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/410,5,50 beds,2005
FAC-00411,Kolkata Healthcare Center 12,West Bengal,Kolkata,579798,21.432241522996385,80.62393943337116,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/411,,200 beds,2005
FAC-00412,Patna Healthcare Center 13,Bihar,Patna,765320,20.58013588225197,76.52053228568494,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/412,5,50 beds,2015
FAC-00413,Jodhpur Healthcare Center 14,Rajasthan,Jodhpur,744328,24.337114142886364,76.29409723009121,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/413,25,200 beds,
FAC-00414,Jaipur Healthcare Center 15,Rajasthan,Jaipur,309100,27.3065907041059,81.50068615481833,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/414,50,50 beds,
FAC-00415,Jaipur Healthcare Center 16,Rajasthan,Jaipur,337256,26.93524747170397,75.4434977406332,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/415,,200 beds,2005
FAC-00416,Patna Healthcare Center 17,Bihar,Patna,963862,20.457183517381715,81.48463375053016,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/416,50,100 beds,2015
FAC-00417,Patna Healthcare Center 18,Bihar,Patna,613989,23.592508863666325,73.88426033890869,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/417,,50 beds,1995
FAC-00418,Patna Healthcare Center 19,Bihar,Patna,869735,20.21913272065616,77.04633554585165,General,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/418,12,,2015
FAC-00419,Bengaluru Healthcare Center 20,Karnataka,Bengaluru,753404,20.48586961581737,81.94680233657064,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/419,,,
FAC-00420,Kolkata Healthcare Center 1,West Bengal,Kolkata,498724,21.235950629955706,74.52738293069574,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/420,5,,2005
FAC-00421,Kolkata Healthcare Center 2,West Bengal,Kolkata,794663,25.203092341868366,78.2279777680065,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/421,25,,
FAC-00422,Bengaluru Healthcare Center 3,Karnataka,Bengaluru,922880,21.06263708306395,73.98646661706282,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/422,12,50 beds,2005
FAC-00423,Kolkata Healthcare Center 4,West Bengal,Kolkata,268163,20.394057076285687,76.96354713368093,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/423,25,100 beds,1995
FAC-00424,Jaipur Healthcare Center 5,Rajasthan,Jaipur,804258,20.890028395271305,73.10430917406322,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/424,5,,
FAC-00425,Jodhpur Healthcare Center 6,Rajasthan,Jodhpur,775636,22.31160286491746,81.88665930757604,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/425,12,200 beds,
FAC-00426,Jodhpur Healthcare Center 7,Rajasthan,Jodhpur,141360,28.5224868573671,75.60214664053888,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/426,25,,
FAC-00427,Jaipur Healthcare Center 8,Rajasthan,Jaipur,993385,21.383944426726924,78.47198626179339,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/427,12,200 beds,2005
FAC-00428,Jodhpur Healthcare Center 9,Rajasthan,Jodhpur,954551,23.427227227603602,73.13831999903749,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/428,25,100 beds,2015
FAC-00429,Chennai Healthcare Center 10,Tamil Nadu,Chennai,780364,28.86123886681419,73.66778729208235,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/429,,50 beds,
FAC-00430,Kolkata Healthcare Center 11,West Bengal,Kolkata,606121,28.022647840450958,78.78393136249205,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/430,50,200 beds,2005
FAC-00431,Bhopal Healthcare Center 12,Madhya Pradesh,Bhopal,817712,28.799502465019856,79.27278634707962,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/431,25,200 beds,
FAC-00432,Kolkata Healthcare Center 13,West Bengal,Kolkata,148205,20.633360464991096,78.5497356887339,General,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/432,50,50 beds,2005
FAC-00433,Ahmedabad Healthcare Center 14,Gujarat,Ahmedabad,821673,27.005801842975544,72.95242138451695,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/433,25,100 beds,2015
FAC-00434,Patna Healthcare Center 15,Bihar,Patna,742686,20.545661152276757,78.43398716556813,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/434,50,200 beds,2015
